Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
22-30,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,9,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,Iran,MoreThan50K
22-30,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Masters,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
22-30,?,HS-grad,Never-married,?,Own-child,White,Male,25,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,52,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Separated,Prof-specialty,Unmarried,White,Male,48,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,White,Male,14,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,37,Mexico,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,8,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,LessThan50K
22-30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,46,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,MoreThan50K
31-50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Male,30,United-States,LessThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,12th,Never-married,Craft-repair,Not-in-family,Black,Male,32,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,35,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,?,HS-grad,Divorced,?,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Own-child,White,Male,35,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Cuba,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,18-21,India,LessThan50K
18-21,Private,10th,Divorced,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,12th,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Local-gov,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,LessThan50K
31-50,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,70,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Canada,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
>50,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,3,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,18-21,China,MoreThan50K
31-50,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,MoreThan50K
>50,Private,1st-4th,Widowed,Other-service,Unmarried,White,Female,35,Portugal,LessThan50K
>50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,MoreThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4,United-States,LessThan50K
31-50,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,45,Haiti,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,80,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,?,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,73,?,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,MoreThan50K
31-50,State-gov,Prof-school,Widowed,Prof-specialty,Not-in-family,Other,Female,52,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,LessThan50K
>50,?,HS-grad,Widowed,?,Not-in-family,White,Female,12,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,40,?,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,47,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Male,12,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,United-States,LessThan50K
31-50,Private,7th-8th,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,United-States,LessThan50K
18-21,Private,10th,Never-married,Sales,Own-child,White,Male,10,United-States,LessThan50K
>50,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,16,United-States,LessThan50K
31-50,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,78,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Female,40,Mexico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,77,United-States,LessThan50K
22-30,Private,Masters,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
31-50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,LessThan50K
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,United-States,MoreThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,43,United-States,MoreThan50K
31-50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,LessThan50K
>50,Private,Assoc-voc,Widowed,Craft-repair,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
>50,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,55,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,10,United-States,LessThan50K
<18,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,50,United-States,LessThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,LessThan50K
>50,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,11th,Never-married,Other-service,Unmarried,White,Female,23,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,11th,Divorced,Farming-fishing,Wife,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,41,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,Black,Female,50,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,30,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,48,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,70,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,62,Mexico,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Hong,MoreThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Married-spouse-absent,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada,MoreThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
>50,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,2,United-States,MoreThan50K
31-50,Self-emp-inc,Prof-school,Never-married,Other-service,Not-in-family,White,Male,60,United-States,MoreThan50K
22-30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,?,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,MoreThan50K
22-30,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,44,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Columbia,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,LessThan50K
>50,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,48,United-States,LessThan50K
>50,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,43,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,44,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,41,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,55,Outlying-US(Guam-USVI-etc),LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,LessThan50K
31-50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,36,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Separated,Tech-support,Unmarried,White,Female,40,United-States,LessThan50K
31-50,?,Assoc-acdm,Never-married,?,Other-relative,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,10th,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,MoreThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
>50,Private,7th-8th,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,India,LessThan50K
18-21,Private,11th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,40,Dominican-Republic,LessThan50K
18-21,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,LessThan50K
31-50,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,25,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,MoreThan50K
31-50,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,LessThan50K
31-50,Federal-gov,7th-8th,Never-married,Other-service,Not-in-family,Black,Male,18-21,United-States,LessThan50K
18-21,Private,11th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,80,Thailand,LessThan50K
31-50,Private,10th,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,18-21,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,10,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,15,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,40,China,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Unmarried,White,Female,55,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
31-50,State-gov,Doctorate,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,35,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-inc,Masters,Widowed,Exec-managerial,Unmarried,White,Female,99,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,18-21,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
