tid,attribute,correct_val
488,Condition,surgical infection prevention
488,MeasureCode,scip-inf-6
488,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
488,Score,100%
488,Sample,94 patients
488,Stateavg,al_scip-inf-6
489,ProviderNumber,10021
489,HospitalName,dale medical center
489,Address1,126 hospital ave
489,Address2,
489,Address3,
489,City,ozark
489,State,al
489,ZipCode,36360
489,CountyName,dale
489,PhoneNumber,3347742601
489,HospitalType,acute care hospitals
489,HospitalOwner,government - hospital district or authority
489,EmergencyService,yes
489,Condition,surgical infection prevention
489,MeasureCode,scip-vte-1
489,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
489,Score,88%
489,Sample,50 patients
489,Stateavg,al_scip-vte-1
490,ProviderNumber,10021
490,HospitalName,dale medical center
490,Address1,126 hospital ave
490,Address2,
490,Address3,
490,City,ozark
490,State,al
490,ZipCode,36360
490,CountyName,dale
490,PhoneNumber,3347742601
490,HospitalType,acute care hospitals
490,HospitalOwner,government - hospital district or authority
490,EmergencyService,yes
490,Condition,surgical infection prevention
490,MeasureCode,scip-vte-2
490,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
490,Score,68%
490,Sample,50 patients
490,Stateavg,al_scip-vte-2
491,ProviderNumber,10022
491,HospitalName,cherokee medical center
491,Address1,400 northwood dr
491,Address2,
491,Address3,
491,City,centre
491,State,al
491,ZipCode,35960
491,CountyName,cherokee
491,PhoneNumber,2569275531
491,HospitalType,acute care hospitals
491,HospitalOwner,voluntary non-profit - private
491,EmergencyService,yes
491,Condition,heart attack
491,MeasureCode,ami-1
491,MeasureName,heart attack patients given aspirin at arrival
491,Score,
491,Sample,0 patients
491,Stateavg,al_ami-1
492,ProviderNumber,10022
492,HospitalName,cherokee medical center
492,Address1,400 northwood dr
492,Address2,
492,Address3,
492,City,centre
492,State,al
492,ZipCode,35960
492,CountyName,cherokee
492,PhoneNumber,2569275531
492,HospitalType,acute care hospitals
492,HospitalOwner,voluntary non-profit - private
492,EmergencyService,yes
492,Condition,heart attack
492,MeasureCode,ami-2
492,MeasureName,heart attack patients given aspirin at discharge
492,Score,100%
492,Sample,1 patients
492,Stateavg,al_ami-2
493,ProviderNumber,10022
493,HospitalName,cherokee medical center
493,Address1,400 northwood dr
493,Address2,
493,Address3,
493,City,centre
493,State,al
493,ZipCode,35960
493,CountyName,cherokee
493,PhoneNumber,2569275531
493,HospitalType,acute care hospitals
493,HospitalOwner,voluntary non-profit - private
493,EmergencyService,yes
493,Condition,heart attack
493,MeasureCode,ami-3
493,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
493,Score,
493,Sample,0 patients
493,Stateavg,al_ami-3
494,ProviderNumber,10022
494,HospitalName,cherokee medical center
494,Address1,400 northwood dr
494,Address2,
494,Address3,
494,City,centre
494,State,al
494,ZipCode,35960
494,CountyName,cherokee
494,PhoneNumber,2569275531
494,HospitalType,acute care hospitals
494,HospitalOwner,voluntary non-profit - private
494,EmergencyService,yes
494,Condition,heart attack
494,MeasureCode,ami-4
494,MeasureName,heart attack patients given smoking cessation advice/counseling
494,Score,
494,Sample,0 patients
494,Stateavg,al_ami-4
495,ProviderNumber,10022
495,HospitalName,cherokee medical center
495,Address1,400 northwood dr
495,Address2,
495,Address3,
495,City,centre
495,State,al
495,ZipCode,35960
495,CountyName,cherokee
495,PhoneNumber,2569275531
495,HospitalType,acute care hospitals
495,HospitalOwner,voluntary non-profit - private
495,EmergencyService,yes
495,Condition,heart attack
495,MeasureCode,ami-5
495,MeasureName,heart attack patients given beta blocker at discharge
495,Score,
495,Sample,0 patients
495,Stateavg,al_ami-5
496,ProviderNumber,10022
496,HospitalName,cherokee medical center
496,Address1,400 northwood dr
496,Address2,
496,Address3,
496,City,centre
496,State,al
496,ZipCode,35960
496,CountyName,cherokee
496,PhoneNumber,2569275531
496,HospitalType,acute care hospitals
496,HospitalOwner,voluntary non-profit - private
496,EmergencyService,yes
496,Condition,heart attack
496,MeasureCode,ami-7a
496,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
496,Score,
496,Sample,0 patients
496,Stateavg,al_ami-7a
497,ProviderNumber,10022
497,HospitalName,cherokee medical center
497,Address1,400 northwood dr
497,Address2,
497,Address3,
497,City,centre
497,State,al
497,ZipCode,35960
497,CountyName,cherokee
497,PhoneNumber,2569275531
497,HospitalType,acute care hospitals
497,HospitalOwner,voluntary non-profit - private
497,EmergencyService,yes
497,Condition,heart attack
497,MeasureCode,ami-8a
497,MeasureName,heart attack patients given pci within 90 minutes of arrival
497,Score,
497,Sample,0 patients
497,Stateavg,al_ami-8a
498,ProviderNumber,10022
498,HospitalName,cherokee medical center
498,Address1,400 northwood dr
498,Address2,
498,Address3,
498,City,centre
498,State,al
498,ZipCode,35960
498,CountyName,cherokee
498,PhoneNumber,2569275531
498,HospitalType,acute care hospitals
498,HospitalOwner,voluntary non-profit - private
498,EmergencyService,yes
498,Condition,heart failure
498,MeasureCode,hf-1
498,MeasureName,heart failure patients given discharge instructions
498,Score,83%
498,Sample,35 patients
498,Stateavg,al_hf-1
499,ProviderNumber,10022
499,HospitalName,cherokee medical center
499,Address1,400 northwood dr
499,Address2,
499,Address3,
499,City,centre
499,State,al
499,ZipCode,35960
499,CountyName,cherokee
499,PhoneNumber,2569275531
499,HospitalType,acute care hospitals
499,HospitalOwner,voluntary non-profit - private
499,EmergencyService,yes
499,Condition,heart failure
499,MeasureCode,hf-2
499,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
499,Score,94%
499,Sample,48 patients
499,Stateavg,al_hf-2
500,ProviderNumber,10022
500,HospitalName,cherokee medical center
500,Address1,400 northwood dr
500,Address2,
500,Address3,
500,City,centre
500,State,al
500,ZipCode,35960
500,CountyName,cherokee
500,PhoneNumber,2569275531
500,HospitalType,acute care hospitals
500,HospitalOwner,voluntary non-profit - private
500,EmergencyService,yes
500,Condition,heart failure
500,MeasureCode,hf-3
500,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
500,Score,90%
500,Sample,10 patients
500,Stateavg,al_hf-3
501,ProviderNumber,10022
501,HospitalName,cherokee medical center
501,Address1,400 northwood dr
501,Address2,
501,Address3,
501,City,centre
501,State,al
501,ZipCode,35960
501,CountyName,cherokee
501,PhoneNumber,2569275531
501,HospitalType,acute care hospitals
501,HospitalOwner,voluntary non-profit - private
501,EmergencyService,yes
501,Condition,heart failure
501,MeasureCode,hf-4
501,MeasureName,heart failure patients given smoking cessation advice/counseling
501,Score,100%
501,Sample,15 patients
501,Stateavg,al_hf-4
502,ProviderNumber,10022
502,HospitalName,cherokee medical center
502,Address1,400 northwood dr
502,Address2,
502,Address3,
502,City,centre
502,State,al
502,ZipCode,35960
502,CountyName,cherokee
502,PhoneNumber,2569275531
502,HospitalType,acute care hospitals
502,HospitalOwner,voluntary non-profit - private
502,EmergencyService,yes
502,Condition,pneumonia
502,MeasureCode,pn-2
502,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
502,Score,93%
502,Sample,44 patients
502,Stateavg,al_pn-2
503,ProviderNumber,10022
503,HospitalName,cherokee medical center
503,Address1,400 northwood dr
503,Address2,
503,Address3,
503,City,centre
503,State,al
503,ZipCode,35960
503,CountyName,cherokee
503,PhoneNumber,2569275531
503,HospitalType,acute care hospitals
503,HospitalOwner,voluntary non-profit - private
503,EmergencyService,yes
503,Condition,pneumonia
503,MeasureCode,pn-3b
503,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
503,Score,97%
503,Sample,33 patients
503,Stateavg,al_pn-3b
504,ProviderNumber,10022
504,HospitalName,cherokee medical center
504,Address1,400 northwood dr
504,Address2,
504,Address3,
504,City,centre
504,State,al
504,ZipCode,35960
504,CountyName,cherokee
504,PhoneNumber,2569275531
504,HospitalType,acute care hospitals
504,HospitalOwner,voluntary non-profit - private
504,EmergencyService,yes
504,Condition,pneumonia
504,MeasureCode,pn-4
504,MeasureName,pneumonia patients given smoking cessation advice/counseling
504,Score,100%
504,Sample,20 patients
504,Stateavg,al_pn-4
505,ProviderNumber,10022
505,HospitalName,cherokee medical center
505,Address1,400 northwood dr
505,Address2,
505,Address3,
505,City,centre
505,State,al
505,ZipCode,35960
505,CountyName,cherokee
505,PhoneNumber,2569275531
505,HospitalType,acute care hospitals
505,HospitalOwner,voluntary non-profit - private
505,EmergencyService,yes
505,Condition,pneumonia
505,MeasureCode,pn-5c
505,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
505,Score,89%
505,Sample,56 patients
505,Stateavg,al_pn-5c
506,ProviderNumber,10022
506,HospitalName,cherokee medical center
506,Address1,400 northwood dr
506,Address2,
506,Address3,
506,City,centre
506,State,al
506,ZipCode,35960
506,CountyName,cherokee
506,PhoneNumber,2569275531
506,HospitalType,acute care hospitals
506,HospitalOwner,voluntary non-profit - private
506,EmergencyService,yes
506,Condition,pneumonia
506,MeasureCode,pn-6
506,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
506,Score,93%
506,Sample,44 patients
506,Stateavg,al_pn-6
507,ProviderNumber,10022
507,HospitalName,cherokee medical center
507,Address1,400 northwood dr
507,Address2,
507,Address3,
507,City,centre
507,State,al
507,ZipCode,35960
507,CountyName,cherokee
507,PhoneNumber,2569275531
507,HospitalType,acute care hospitals
507,HospitalOwner,voluntary non-profit - private
507,EmergencyService,yes
507,Condition,pneumonia
507,MeasureCode,pn-7
507,MeasureName,pneumonia patients assessed and given influenza vaccination
507,Score,81%
507,Sample,31 patients
507,Stateavg,al_pn-7
508,ProviderNumber,10022
508,HospitalName,cherokee medical center
508,Address1,400 northwood dr
508,Address2,
508,Address3,
508,City,centre
508,State,al
508,ZipCode,35960
508,CountyName,cherokee
508,PhoneNumber,2569275531
508,HospitalType,acute care hospitals
508,HospitalOwner,voluntary non-profit - private
508,EmergencyService,yes
508,Condition,surgical infection prevention
508,MeasureCode,scip-card-2
508,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
508,Score,
508,Sample,
508,Stateavg,al_scip-card-2
509,ProviderNumber,10022
509,HospitalName,cherokee medical center
509,Address1,400 northwood dr
509,Address2,
509,Address3,
509,City,centre
509,State,al
509,ZipCode,35960
509,CountyName,cherokee
509,PhoneNumber,2569275531
509,HospitalType,acute care hospitals
509,HospitalOwner,voluntary non-profit - private
509,EmergencyService,yes
509,Condition,surgical infection prevention
509,MeasureCode,scip-inf-1
509,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
509,Score,0%
509,Sample,2 patients
509,Stateavg,al_scip-inf-1
510,ProviderNumber,10022
510,HospitalName,cherokee medical center
510,Address1,400 northwood dr
510,Address2,
510,Address3,
510,City,centre
510,State,al
510,ZipCode,35960
510,CountyName,cherokee
510,PhoneNumber,2569275531
510,HospitalType,acute care hospitals
510,HospitalOwner,voluntary non-profit - private
510,EmergencyService,yes
510,Condition,surgical infection prevention
510,MeasureCode,scip-inf-2
510,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
510,Score,100%
510,Sample,2 patients
510,Stateavg,al_scip-inf-2
511,ProviderNumber,10022
511,HospitalName,cherokee medical center
511,Address1,400 northwood dr
511,Address2,
511,Address3,
511,City,centre
511,State,al
511,ZipCode,35960
511,CountyName,cherokee
511,PhoneNumber,2569275531
511,HospitalType,acute care hospitals
511,HospitalOwner,voluntary non-profit - private
511,EmergencyService,yes
511,Condition,surgical infection prevention
511,MeasureCode,scip-inf-3
511,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
511,Score,0%
511,Sample,1 patients
511,Stateavg,al_scip-inf-3
512,ProviderNumber,10022
512,HospitalName,cherokee medical center
512,Address1,400 northwood dr
512,Address2,
512,Address3,
512,City,centre
512,State,al
512,ZipCode,35960
512,CountyName,cherokee
512,PhoneNumber,2569275531
512,HospitalType,acute care hospitals
512,HospitalOwner,voluntary non-profit - private
512,EmergencyService,yes
512,Condition,surgical infection prevention
512,MeasureCode,scip-inf-4
512,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
512,Score,
512,Sample,0 patients
512,Stateavg,al_scip-inf-4
513,ProviderNumber,10022
513,HospitalName,cherokee medical center
513,Address1,400 northwood dr
513,Address2,
513,Address3,
513,City,centre
513,State,al
513,ZipCode,35960
513,CountyName,cherokee
513,PhoneNumber,2569275531
513,HospitalType,acute care hospitals
513,HospitalOwner,voluntary non-profit - private
513,EmergencyService,yes
513,Condition,surgical infection prevention
513,MeasureCode,scip-inf-6
513,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
513,Score,100%
513,Sample,6 patients
513,Stateavg,al_scip-inf-6
514,ProviderNumber,10022
514,HospitalName,cherokee medical center
514,Address1,400 northwood dr
514,Address2,
514,Address3,
514,City,centre
514,State,al
514,ZipCode,35960
514,CountyName,cherokee
514,PhoneNumber,2569275531
514,HospitalType,acute care hospitals
514,HospitalOwner,voluntary non-profit - private
514,EmergencyService,yes
514,Condition,surgical infection prevention
514,MeasureCode,scip-vte-1
514,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
514,Score,100%
514,Sample,5 patients
514,Stateavg,al_scip-vte-1
515,ProviderNumber,10022
515,HospitalName,cherokee medical center
515,Address1,400 northwood dr
515,Address2,
515,Address3,
515,City,centre
515,State,al
515,ZipCode,35960
515,CountyName,cherokee
515,PhoneNumber,2569275531
515,HospitalType,acute care hospitals
515,HospitalOwner,voluntary non-profit - private
515,EmergencyService,yes
515,Condition,surgical infection prevention
515,MeasureCode,scip-vte-2
515,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
515,Score,100%
515,Sample,5 patients
515,Stateavg,al_scip-vte-2
516,ProviderNumber,10023
516,HospitalName,baptist medical center south
516,Address1,2105 east south boulevard
516,Address2,
516,Address3,
516,City,montgomery
516,State,al
516,ZipCode,36116
516,CountyName,montgomery
516,PhoneNumber,3342882100
516,HospitalType,acute care hospitals
516,HospitalOwner,voluntary non-profit - church
516,EmergencyService,yes
516,Condition,heart attack
516,MeasureCode,ami-1
516,MeasureName,heart attack patients given aspirin at arrival
516,Score,100%
516,Sample,134 patients
516,Stateavg,al_ami-1
517,ProviderNumber,10023
517,HospitalName,baptist medical center south
517,Address1,2105 east south boulevard
517,Address2,
517,Address3,
517,City,montgomery
517,State,al
517,ZipCode,36116
517,CountyName,montgomery
517,PhoneNumber,3342882100
517,HospitalType,acute care hospitals
517,HospitalOwner,voluntary non-profit - church
517,EmergencyService,yes
517,Condition,heart attack
517,MeasureCode,ami-2
517,MeasureName,heart attack patients given aspirin at discharge
517,Score,100%
517,Sample,282 patients
517,Stateavg,al_ami-2
518,ProviderNumber,10023
518,HospitalName,baptist medical center south
518,Address1,2105 east south boulevard
518,Address2,
518,Address3,
518,City,montgomery
518,State,al
518,ZipCode,36116
518,CountyName,montgomery
518,PhoneNumber,3342882100
518,HospitalType,acute care hospitals
518,HospitalOwner,voluntary non-profit - church
518,EmergencyService,yes
518,Condition,heart attack
518,MeasureCode,ami-3
518,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
518,Score,100%
518,Sample,53 patients
518,Stateavg,al_ami-3
519,ProviderNumber,10023
519,HospitalName,baptist medical center south
519,Address1,2105 east south boulevard
519,Address2,
519,Address3,
519,City,montgomery
519,State,al
519,ZipCode,36116
519,CountyName,montgomery
519,PhoneNumber,3342882100
519,HospitalType,acute care hospitals
519,HospitalOwner,voluntary non-profit - church
519,EmergencyService,yes
519,Condition,heart attack
519,MeasureCode,ami-4
519,MeasureName,heart attack patients given smoking cessation advice/counseling
519,Score,100%
519,Sample,119 patients
519,Stateavg,al_ami-4
520,ProviderNumber,10023
520,HospitalName,baptist medical center south
520,Address1,2105 east south boulevard
520,Address2,
520,Address3,
520,City,montgomery
520,State,al
520,ZipCode,36116
520,CountyName,montgomery
520,PhoneNumber,3342882100
520,HospitalType,acute care hospitals
520,HospitalOwner,voluntary non-profit - church
520,EmergencyService,yes
520,Condition,heart attack
520,MeasureCode,ami-5
520,MeasureName,heart attack patients given beta blocker at discharge
520,Score,100%
520,Sample,254 patients
520,Stateavg,al_ami-5
521,ProviderNumber,10023
521,HospitalName,baptist medical center south
521,Address1,2105 east south boulevard
521,Address2,
521,Address3,
521,City,montgomery
521,State,al
521,ZipCode,36116
521,CountyName,montgomery
521,PhoneNumber,3342882100
521,HospitalType,acute care hospitals
521,HospitalOwner,voluntary non-profit - church
521,EmergencyService,yes
521,Condition,heart attack
521,MeasureCode,ami-7a
521,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
521,Score,
521,Sample,0 patients
521,Stateavg,al_ami-7a
522,ProviderNumber,10023
522,HospitalName,baptist medical center south
522,Address1,2105 east south boulevard
522,Address2,
522,Address3,
522,City,montgomery
522,State,al
522,ZipCode,36116
522,CountyName,montgomery
522,PhoneNumber,3342882100
522,HospitalType,acute care hospitals
522,HospitalOwner,voluntary non-profit - church
522,EmergencyService,yes
522,Condition,heart attack
522,MeasureCode,ami-8a
522,MeasureName,heart attack patients given pci within 90 minutes of arrival
522,Score,96%
522,Sample,27 patients
522,Stateavg,al_ami-8a
523,ProviderNumber,10023
523,HospitalName,baptist medical center south
523,Address1,2105 east south boulevard
523,Address2,
523,Address3,
523,City,montgomery
523,State,al
523,ZipCode,36116
523,CountyName,montgomery
523,PhoneNumber,3342882100
523,HospitalType,acute care hospitals
523,HospitalOwner,voluntary non-profit - church
523,EmergencyService,yes
523,Condition,heart failure
523,MeasureCode,hf-1
523,MeasureName,heart failure patients given discharge instructions
523,Score,100%
523,Sample,257 patients
523,Stateavg,al_hf-1
524,ProviderNumber,10023
524,HospitalName,baptist medical center south
524,Address1,2105 east south boulevard
524,Address2,
524,Address3,
524,City,montgomery
524,State,al
524,ZipCode,36116
524,CountyName,montgomery
524,PhoneNumber,3342882100
524,HospitalType,acute care hospitals
524,HospitalOwner,voluntary non-profit - church
524,EmergencyService,yes
524,Condition,heart failure
524,MeasureCode,hf-2
524,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
524,Score,100%
524,Sample,292 patients
524,Stateavg,al_hf-2
525,ProviderNumber,10023
525,HospitalName,baptist medical center south
525,Address1,2105 east south boulevard
525,Address2,
525,Address3,
525,City,montgomery
525,State,al
525,ZipCode,36116
525,CountyName,montgomery
525,PhoneNumber,3342882100
525,HospitalType,acute care hospitals
525,HospitalOwner,voluntary non-profit - church
525,EmergencyService,yes
525,Condition,heart failure
525,MeasureCode,hf-3
525,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
525,Score,100%
525,Sample,98 patients
525,Stateavg,al_hf-3
526,ProviderNumber,10023
526,HospitalName,baptist medical center south
526,Address1,2105 east south boulevard
526,Address2,
526,Address3,
526,City,montgomery
526,State,al
526,ZipCode,36116
526,CountyName,montgomery
526,PhoneNumber,3342882100
526,HospitalType,acute care hospitals
526,HospitalOwner,voluntary non-profit - church
526,EmergencyService,yes
526,Condition,heart failure
526,MeasureCode,hf-4
526,MeasureName,heart failure patients given smoking cessation advice/counseling
526,Score,100%
526,Sample,77 patients
526,Stateavg,al_hf-4
527,ProviderNumber,10023
527,HospitalName,baptist medical center south
527,Address1,2105 east south boulevard
527,Address2,
527,Address3,
527,City,montgomery
527,State,al
527,ZipCode,36116
527,CountyName,montgomery
527,PhoneNumber,3342882100
527,HospitalType,acute care hospitals
527,HospitalOwner,voluntary non-profit - church
527,EmergencyService,yes
527,Condition,pneumonia
527,MeasureCode,pn-2
527,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
527,Score,94%
527,Sample,99 patients
527,Stateavg,al_pn-2
528,ProviderNumber,10023
528,HospitalName,baptist medical center south
528,Address1,2105 east south boulevard
528,Address2,
528,Address3,
528,City,montgomery
528,State,al
528,ZipCode,36116
528,CountyName,montgomery
528,PhoneNumber,3342882100
528,HospitalType,acute care hospitals
528,HospitalOwner,voluntary non-profit - church
528,EmergencyService,yes
528,Condition,pneumonia
528,MeasureCode,pn-3b
528,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
528,Score,96%
528,Sample,103 patients
528,Stateavg,al_pn-3b
529,ProviderNumber,10023
529,HospitalName,baptist medical center south
529,Address1,2105 east south boulevard
529,Address2,
529,Address3,
529,City,montgomery
529,State,al
529,ZipCode,36116
529,CountyName,montgomery
529,PhoneNumber,3342882100
529,HospitalType,acute care hospitals
529,HospitalOwner,voluntary non-profit - church
529,EmergencyService,yes
529,Condition,pneumonia
529,MeasureCode,pn-4
529,MeasureName,pneumonia patients given smoking cessation advice/counseling
529,Score,94%
529,Sample,80 patients
529,Stateavg,al_pn-4
530,ProviderNumber,10023
530,HospitalName,baptist medical center south
530,Address1,2105 east south boulevard
530,Address2,
530,Address3,
530,City,montgomery
530,State,al
530,ZipCode,36116
530,CountyName,montgomery
530,PhoneNumber,3342882100
530,HospitalType,acute care hospitals
530,HospitalOwner,voluntary non-profit - church
530,EmergencyService,yes
530,Condition,pneumonia
530,MeasureCode,pn-5c
530,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
530,Score,95%
530,Sample,101 patients
530,Stateavg,al_pn-5c
531,ProviderNumber,10023
531,HospitalName,baptist medical center south
531,Address1,2105 east south boulevard
531,Address2,
531,Address3,
531,City,montgomery
531,State,al
531,ZipCode,36116
531,CountyName,montgomery
531,PhoneNumber,3342882100
531,HospitalType,acute care hospitals
531,HospitalOwner,voluntary non-profit - church
531,EmergencyService,yes
531,Condition,pneumonia
531,MeasureCode,pn-6
531,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
531,Score,90%
531,Sample,71 patients
531,Stateavg,al_pn-6
532,ProviderNumber,10023
532,HospitalName,baptist medical center south
532,Address1,2105 east south boulevard
532,Address2,
532,Address3,
532,City,montgomery
532,State,al
532,ZipCode,36116
532,CountyName,montgomery
532,PhoneNumber,3342882100
532,HospitalType,acute care hospitals
532,HospitalOwner,voluntary non-profit - church
532,EmergencyService,yes
532,Condition,pneumonia
532,MeasureCode,pn-7
532,MeasureName,pneumonia patients assessed and given influenza vaccination
532,Score,92%
532,Sample,87 patients
532,Stateavg,al_pn-7
533,ProviderNumber,10023
533,HospitalName,baptist medical center south
533,Address1,2105 east south boulevard
533,Address2,
533,Address3,
533,City,montgomery
533,State,al
533,ZipCode,36116
533,CountyName,montgomery
533,PhoneNumber,3342882100
533,HospitalType,acute care hospitals
533,HospitalOwner,voluntary non-profit - church
533,EmergencyService,yes
533,Condition,surgical infection prevention
533,MeasureCode,scip-card-2
533,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
533,Score,97%
533,Sample,89 patients
533,Stateavg,al_scip-card-2
534,ProviderNumber,10023
534,HospitalName,baptist medical center south
534,Address1,2105 east south boulevard
534,Address2,
534,Address3,
534,City,montgomery
534,State,al
534,ZipCode,36116
534,CountyName,montgomery
534,PhoneNumber,3342882100
534,HospitalType,acute care hospitals
534,HospitalOwner,voluntary non-profit - church
534,EmergencyService,yes
534,Condition,surgical infection prevention
534,MeasureCode,scip-inf-1
534,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
534,Score,97%
534,Sample,412 patients
534,Stateavg,al_scip-inf-1
535,ProviderNumber,10023
535,HospitalName,baptist medical center south
535,Address1,2105 east south boulevard
535,Address2,
535,Address3,
535,City,montgomery
535,State,al
535,ZipCode,36116
535,CountyName,montgomery
535,PhoneNumber,3342882100
535,HospitalType,acute care hospitals
535,HospitalOwner,voluntary non-profit - church
535,EmergencyService,yes
535,Condition,surgical infection prevention
535,MeasureCode,scip-inf-2
535,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
535,Score,97%
535,Sample,423 patients
535,Stateavg,al_scip-inf-2
536,ProviderNumber,10023
536,HospitalName,baptist medical center south
536,Address1,2105 east south boulevard
536,Address2,
536,Address3,
536,City,montgomery
536,State,al
536,ZipCode,36116
536,CountyName,montgomery
536,PhoneNumber,3342882100
536,HospitalType,acute care hospitals
536,HospitalOwner,voluntary non-profit - church
536,EmergencyService,yes
536,Condition,surgical infection prevention
536,MeasureCode,scip-inf-3
536,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
536,Score,94%
536,Sample,392 patients
536,Stateavg,al_scip-inf-3
537,ProviderNumber,10023
537,HospitalName,baptist medical center south
537,Address1,2105 east south boulevard
537,Address2,
537,Address3,
537,City,montgomery
537,State,al
537,ZipCode,36116
537,CountyName,montgomery
537,PhoneNumber,3342882100
537,HospitalType,acute care hospitals
537,HospitalOwner,voluntary non-profit - church
537,EmergencyService,yes
537,Condition,surgical infection prevention
537,MeasureCode,scip-inf-4
537,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
537,Score,95%
537,Sample,125 patients
537,Stateavg,al_scip-inf-4
538,ProviderNumber,10023
538,HospitalName,baptist medical center south
538,Address1,2105 east south boulevard
538,Address2,
538,Address3,
538,City,montgomery
538,State,al
538,ZipCode,36116
538,CountyName,montgomery
538,PhoneNumber,3342882100
538,HospitalType,acute care hospitals
538,HospitalOwner,voluntary non-profit - church
538,EmergencyService,yes
538,Condition,surgical infection prevention
538,MeasureCode,scip-inf-6
538,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
538,Score,100%
538,Sample,575 patients
538,Stateavg,al_scip-inf-6
539,ProviderNumber,10023
539,HospitalName,baptist medical center south
539,Address1,2105 east south boulevard
539,Address2,
539,Address3,
539,City,montgomery
539,State,al
539,ZipCode,36116
539,CountyName,montgomery
539,PhoneNumber,3342882100
539,HospitalType,acute care hospitals
539,HospitalOwner,voluntary non-profit - church
539,EmergencyService,yes
539,Condition,surgical infection prevention
539,MeasureCode,scip-vte-1
539,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
539,Score,98%
539,Sample,179 patients
539,Stateavg,al_scip-vte-1
540,ProviderNumber,10023
540,HospitalName,baptist medical center south
540,Address1,2105 east south boulevard
540,Address2,
540,Address3,
540,City,montgomery
540,State,al
540,ZipCode,36116
540,CountyName,montgomery
540,PhoneNumber,3342882100
540,HospitalType,acute care hospitals
540,HospitalOwner,voluntary non-profit - church
540,EmergencyService,yes
540,Condition,surgical infection prevention
540,MeasureCode,scip-vte-2
540,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
540,Score,94%
540,Sample,179 patients
540,Stateavg,al_scip-vte-2
541,ProviderNumber,10024
541,HospitalName,jackson hospital & clinic inc
541,Address1,1725 pine street
541,Address2,
541,Address3,
541,City,montgomery
541,State,al
541,ZipCode,36106
541,CountyName,montgomery
541,PhoneNumber,3342938000
541,HospitalType,acute care hospitals
541,HospitalOwner,voluntary non-profit - private
541,EmergencyService,yes
541,Condition,heart attack
541,MeasureCode,ami-1
541,MeasureName,heart attack patients given aspirin at arrival
541,Score,95%
541,Sample,111 patients
541,Stateavg,al_ami-1
542,ProviderNumber,10024
542,HospitalName,jackson hospital & clinic inc
542,Address1,1725 pine street
542,Address2,
542,Address3,
542,City,montgomery
542,State,al
542,ZipCode,36106
542,CountyName,montgomery
542,PhoneNumber,3342938000
542,HospitalType,acute care hospitals
